Country,Code,Year,Population,LifeExp,GDPperCap,Continent_Name
Denmark,DNK,2011,5583000.0,79.704,43575.0,Europe
Democratic Republic of Congo,COD,2011,66755000.0,57.427,681.0,Africa
Kuwait,KWT,2011,3168000.0,74.55,77126.0,Asia
Peru,PER,2011,29264000.0,74.697,10044.0,South America
Venezuela,VEN,2011,28888000.0,73.11,17746.0,South America
Spain,ESP,2011,47084000.0,82.149,31600.0,Europe
Azerbaijan,AZE,2011,9146000.0,71.234,16176.0,Asia
Dominican Republic,DOM,2011,9813000.0,72.28399999999999,11679.0,North America
Italy,ITA,2011,59589000.0,82.12799999999999,35151.0,Europe
Norway,NOR,2011,4948000.0,81.345,80623.0,Europe
Ecuador,ECU,2011,15244000.0,75.289,9985.0,South America
Israel,ISR,2011,7487000.0,81.653,29370.0,Asia
Austria,AUT,2011,8454000.0,80.77600000000001,41446.0,Europe
Portugal,PRT,2011,10569000.0,80.26,25133.0,Europe
Azerbaijan,AZE,2011,9146000.0,71.234,16176.0,Europe
Oman,OMN,2011,3251000.0,75.916,44454.0,Asia
South Korea,KOR,2011,49786000.0,80.79,32225.0,Asia
El Salvador,SLV,2011,6211000.0,71.449,7607.0,North America
Australia,AUS,2011,22538000.0,82.119,46132.0,Oceania
Ireland,IRL,2011,4591000.0,80.382,48980.0,Europe
Iraq,IRQ,2011,30725000.0,68.848,11484.0,Asia
Equatorial Guinea,GNQ,2011,987000.0,55.945,43841.0,Africa
Sweden,SWE,2011,9467000.0,81.679,42079.0,Europe
Pakistan,PAK,2011,183340000.0,65.562,4464.0,Asia
Qatar,QAT,2011,2036000.0,79.26,155533.0,Asia
Jamaica,JAM,2011,2826000.0,74.012,7141.0,North America
Egypt,EGY,2011,84529000.0,70.543,10737.0,Africa
Iceland,ISL,2011,323000.0,81.95100000000001,36740.0,Europe
South Africa,ZAF,2011,52004000.0,58.895,11838.0,Africa
Gambia,GMB,2011,1848000.0,59.917,1669.0,Africa
Haiti,HTI,2011,10100000.0,60.879,1648.0,North America
Albania,ALB,2011,2929000.0,76.914,9484.0,Europe
Georgia,GEO,2011,4081000.0,71.773,8946.0,Europe
Georgia,GEO,2011,4081000.0,71.773,8946.0,Asia
Germany,DEU,2011,80856000.0,80.26100000000001,43189.0,Europe
Guinea,GIN,2011,10420000.0,57.387,1347.0,Africa
Zimbabwe,ZWE,2011,12894000.0,52.896,1515.0,Africa
Guinea-Bissau,GNB,2011,1563000.0,55.144,1413.0,Africa
Ghana,GHA,2011,25388000.0,61.381,3283.0,Africa
Afghanistan,AFG,2011,30117000.0,61.553000000000004,1792.0,Asia
Palestine,PSE,2011,4150000.0,72.915,4863.0,Asia
Sri Lanka,LKA,2011,20398000.0,75.61399999999999,8918.0,Asia
Guatemala,GTM,2011,14949000.0,71.861,6650.0,North America
Ethiopia,ETH,2011,90140000.0,62.505,1199.0,Africa
Philippines,PHL,2011,95570000.0,69.984,5851.0,Asia
Greece,GRC,2011,10829000.0,80.75399999999999,24349.0,Europe
Sudan,SDN,2011,35350000.0,63.17100000000001,3669.0,Africa
Kazakhstan,KAZ,2012,16752000.0,68.805,21947.0,Europe
United Kingdom,GBR,2012,64525000.0,80.73899999999999,35784.0,Europe
Switzerland,CHE,2012,8008000.0,82.626,60777.0,Europe
Liberia,LBR,2012,4136000.0,60.663000000000004,800.0,Africa
North Korea,PRK,2012,24801000.0,70.454,1731.0,Asia
Denmark,DNK,2012,5611000.0,79.958,43697.0,Europe
Japan,JPN,2012,128424000.0,83.28299999999999,35143.0,Asia
Kazakhstan,KAZ,2012,16752000.0,68.805,21947.0,Asia
Nigeria,NGA,2012,167228992.0,51.786,5370.0,Africa
Libya,LBY,2012,6286000.0,71.90100000000001,29766.0,Africa
Romania,ROU,2012,20227000.0,74.744,18604.0,Europe
Djibouti,DJI,2012,868000.0,61.395,2707.0,Africa
Lithuania,LTU,2012,3046000.0,73.706,22259.0,Europe
Colombia,COL,2012,46076000.0,75.882,12078.0,South America
Slovenia,SVN,2012,2058000.0,80.001,26022.0,Europe
Dominica,DMA,2012,71000.0,74.017,9239.0,North America
Belgium,BEL,2012,11085000.0,80.444,38907.0,Europe
Comoros,COM,2012,724000.0,62.595,1523.0,Africa
Congo,COG,2012,4510000.0,61.423,5412.0,Africa
Rwanda,RWA,2012,10550000.0,65.438,1507.0,Africa
Yemen,YEM,2012,24473000.0,65.92,3707.0,Asia
Tajikistan,TJK,2012,7875000.0,69.34,3212.0,Asia
Democratic Republic of Congo,COD,2012,69021000.0,57.913999999999994,710.0,Africa
Dominican Republic,DOM,2012,9931000.0,72.523,11936.0,North America
Italy,ITA,2012,59879000.0,82.29799999999999,35142.0,Europe
Tanzania,TZA,2012,47053000.0,60.47,2187.0,Africa
Jamaica,JAM,2012,2842000.0,74.001,6972.0,North America
New Zealand,NZL,2012,4468000.0,81.233,31720.0,Oceania
Norway,NOR,2012,5014000.0,81.512,81826.0,Europe
China,CHN,2012,1384205952.0,75.013,10654.0,Asia
Ecuador,ECU,2012,15474000.0,75.495,10342.0,South America
Israel,ISR,2012,7615000.0,81.833,29852.0,Asia
Benin,BEN,2012,9729000.0,59.842,1906.0,Africa
Austria,AUT,2012,8502000.0,80.906,43052.0,Europe
Ukraine,UKR,2012,45454000.0,70.464,10744.0,Europe
Uruguay,URY,2012,3379000.0,77.00399999999999,17950.0,South America
Luxembourg,LUX,2012,531000.0,80.955,57873.0,Europe
South Africa,ZAF,2012,52833000.0,60.06,11880.0,Africa
North Macedonia,MKD,2012,2074000.0,75.01899999999999,11748.0,Europe
United Arab Emirates,ARE,2012,9142000.0,76.711,66251.0,Asia
Jordan,JOR,2012,8090000.0,73.722,12083.0,Asia
Turkey,TUR,2012,74651000.0,75.373,18787.0,Europe
India,IND,2012,1265779968.0,67.545,4974.0,Asia
Ireland,IRL,2012,4608000.0,80.593,48120.0,Europe
Madagascar,MDG,2012,22347000.0,64.28,1356.0,Africa
Netherlands,NLD,2012,16792000.0,81.212,45412.0,Europe
Qatar,QAT,2012,2196000.0,79.399,156144.0,Asia
Chile,CHL,2012,17400000.0,79.176,20687.0,South America
South Korea,KOR,2012,50061000.0,81.137,32485.0,Asia
Belarus,BLR,2012,9417000.0,72.07,18564.0,Europe
Kenya,KEN,2012,44343000.0,62.659,2815.0,Africa
Equatorial Guinea,GNQ,2012,1031000.0,56.288000000000004,41292.0,Africa
Oman,OMN,2012,3498000.0,76.149,44308.0,Asia
El Salvador,SLV,2012,6238000.0,71.692,7782.0,North America
Iraq,IRQ,2012,31890000.0,69.148,12408.0,Asia
Australia,AUS,2012,22904000.0,82.291,44871.0,Oceania
Malawi,MWI,2012,15396000.0,58.629,1005.0,Africa
Nepal,NPL,2012,26989000.0,68.426,2370.0,Asia
Czechia,CZE,2012,10581000.0,78.067,26924.0,Europe
Serbia,SRB,2012,8940000.0,74.619,13085.0,Europe
Bangladesh,BGD,2012,151006000.0,70.60600000000001,2697.0,Asia
United States,USA,2012,314044000.0,78.862,50394.0,North America
Chad,TCD,2012,12785000.0,51.928000000000004,1806.0,Africa
Turkey,TUR,2012,74651000.0,75.373,18787.0,Asia
Bahrain,BHR,2012,1300000.0,76.342,40384.0,Asia
Pakistan,PAK,2012,187280000.0,65.84899999999999,4568.0,Asia
Egypt,EGY,2012,86422000.0,70.736,10736.0,Africa
Iran,IRN,2012,75540000.0,74.77600000000001,15734.0,Asia
Malaysia,MYS,2012,29068000.0,74.877,20203.0,Asia
Armenia,ARM,2012,2884000.0,73.82,8827.0,Europe
Armenia,ARM,2012,2884000.0,73.82,8827.0,Asia
Sierra Leone,SLE,2012,6713000.0,51.018,1583.0,Africa
Thailand,THA,2012,67836000.0,74.992,14467.0,Asia
Lesotho,LSO,2012,2015000.0,47.416000000000004,2588.0,Africa
Sweden,SWE,2012,9543000.0,81.834,42579.0,Europe
Indonesia,IDN,2012,248452000.0,69.866,9144.0,Asia
Bolivia,BOL,2012,10378000.0,69.01,5548.0,South America
Central African Republic,CAF,2012,4436000.0,48.638000000000005,925.0,Africa
Kuwait,KWT,2012,3349000.0,74.72800000000001,82954.0,Asia
Estonia,EST,2012,1323000.0,76.446,23756.0,Europe
Puerto Rico,PRI,2012,3537000.0,79.006,34395.0,North America
Cyprus,CYP,2012,1135000.0,79.812,27174.0,Europe
Cyprus,CYP,2012,1135000.0,79.812,27174.0,Asia
Mali,MLI,2012,15979000.0,56.135,1412.0,Africa
Namibia,NAM,2012,2195000.0,59.387,9181.0,Africa
Azerbaijan,AZE,2012,9265000.0,71.506,16407.0,Asia
Azerbaijan,AZE,2012,9265000.0,71.506,16407.0,Europe
Seychelles,SYC,2012,93000.0,73.041,21922.0,Africa
Ethiopia,ETH,2012,92727000.0,63.281000000000006,1284.0,Africa
Panama,PAN,2012,3771000.0,77.188,18113.0,North America
Kyrgyzstan,KGZ,2012,5622000.0,69.868,3959.0,Asia
Venezuela,VEN,2012,29361000.0,73.03699999999999,17752.0,South America
Saint Lucia,LCA,2012,177000.0,75.138,9821.0,North America
Angola,AGO,2012,25108000.0,57.236000000000004,8074.0,Africa
Myanmar,MMR,2012,51414000.0,64.453,4539.0,Asia
Finland,FIN,2012,5415000.0,80.586,38865.0,Europe
Palestine,PSE,2012,4242000.0,73.041,5036.0,Asia
Spain,ESP,2012,47063000.0,82.384,31491.0,Europe
Uganda,UGA,2012,34559000.0,59.016999999999996,1848.0,Africa
Senegal,SEN,2012,13402000.0,65.44800000000001,2153.0,Africa
Gabon,GAB,2012,1750000.0,62.924,14665.0,Africa
Turkmenistan,TKM,2012,5268000.0,67.167,17120.0,Asia
Mexico,MEX,2012,117274000.0,74.96600000000001,15203.0,North America
Laos,LAO,2012,6445000.0,65.267,4978.0,Asia
Brazil,BRA,2012,199287008.0,74.209,14702.0,South America
Zimbabwe,ZWE,2012,13115000.0,55.032,1623.0,Africa
Costa Rica,CRI,2012,4688000.0,79.074,12397.0,North America
Afghanistan,AFG,2012,31161000.0,62.053999999999995,1945.0,Asia
Canada,CAN,2012,34922000.0,81.67399999999999,41615.0,North America
Iceland,ISL,2012,326000.0,82.095,37721.0,Europe
Mauritius,MUS,2012,1253000.0,73.96,16810.0,Africa
Togo,TGO,2012,6774000.0,58.661,1240.0,Africa
Slovakia,SVK,2012,5415000.0,76.067,23118.0,Europe
Mauritania,MRT,2012,3707000.0,63.07899999999999,3095.0,Africa
Botswana,BWA,2012,2040000.0,63.511,13285.0,Africa
France,FRA,2012,63564000.0,81.852,36773.0,Europe
Vietnam,VNM,2012,89802000.0,74.958,4911.0,Asia
Syria,SYR,2012,20439000.0,70.55,5087.0,Asia
Zambia,ZMB,2012,14465000.0,58.501999999999995,3413.0,Africa
Paraguay,PRY,2012,6422000.0,73.068,7522.0,South America
Hong Kong,HKG,2012,7047000.0,83.329,44716.0,Asia
Tunisia,TUN,2012,10847000.0,75.376,10749.0,Africa
Lebanon,LBN,2012,5538000.0,78.611,15903.0,Asia
Hungary,HUN,2012,9864000.0,75.107,20945.0,Europe
Cameroon,CMR,2012,21485000.0,56.073,2568.0,Africa
Malta,MLT,2012,422000.0,81.314,24000.0,Europe
Eswatini,SWZ,2012,1079000.0,49.861999999999995,8012.0,Africa
Bosnia and Herzegovina,BIH,2012,3605000.0,76.40100000000001,9388.0,Europe
Algeria,DZA,2012,37384000.0,75.436,13242.0,Africa
Mongolia,MNG,2012,2825000.0,68.217,10771.0,Asia
Barbados,BRB,2012,284000.0,78.547,10475.0,North America
Ghana,GHA,2012,25996000.0,61.72,3691.0,Africa
Moldova,MDA,2012,4076000.0,70.581,4938.0,Europe
Sri Lanka,LKA,2012,20533000.0,75.796,9588.0,Asia
Haiti,HTI,2012,10251000.0,61.26,1600.0,North America
Albania,ALB,2012,2914000.0,77.252,10344.0,Europe
Burundi,BDI,2012,9246000.0,58.568000000000005,729.0,Africa
Cuba,CUB,2012,11257000.0,78.446,7138.0,North America
Saudi Arabia,SAU,2012,29155000.0,74.25399999999999,49983.0,Asia
Uzbekistan,UZB,2012,29449000.0,70.155,7929.0,Asia
Gambia,GMB,2012,1905000.0,60.178000000000004,1781.0,Africa
Georgia,GEO,2012,4064000.0,72.097,9241.0,Asia
Poland,POL,2012,38227000.0,76.968,23037.0,Europe
Guinea-Bissau,GNB,2012,1605000.0,55.645,1283.0,Africa
Latvia,LVA,2012,2069000.0,73.778,19812.0,Europe
Peru,PER,2012,29507000.0,74.98100000000001,10493.0,South America
Honduras,HND,2012,8641000.0,73.814,4418.0,North America
Cambodia,KHM,2012,14780000.0,67.48,2643.0,Asia
Cape Verde,CPV,2012,505000.0,71.445,6351.0,Africa
Argentina,ARG,2012,41755000.0,75.598,19841.0,South America
Morocco,MAR,2012,33242000.0,74.97,7323.0,Africa
Taiwan,TWN,2012,23347000.0,79.164,38578.0,Asia
Georgia,GEO,2012,4064000.0,72.097,9241.0,Europe
Portugal,PRT,2012,10526000.0,80.513,25743.0,Europe
Mozambique,MOZ,2012,24863000.0,53.931000000000004,951.0,Africa
Guatemala,GTM,2012,15271000.0,72.236,6643.0,North America
Guinea,GIN,2012,10652000.0,57.905,1404.0,Africa
Croatia,HRV,2012,4296000.0,77.301,20523.0,Europe
Singapore,SGP,2012,5369000.0,82.25399999999999,61905.0,Asia
Philippines,PHL,2012,97213000.0,70.149,5984.0,Asia
Sao Tome and Principe,STP,2012,188000.0,68.306,3437.0,Africa
Russia,RUS,2012,143994000.0,69.944,23827.0,Europe
Russia,RUS,2012,143994000.0,69.944,23827.0,Asia
Greece,GRC,2012,10781000.0,80.96300000000001,23898.0,Europe
Montenegro,MNE,2012,626000.0,75.82300000000001,15709.0,Europe
Sudan,SDN,2012,36194000.0,63.542,2900.0,Africa
Nicaragua,NIC,2012,5983000.0,72.95100000000001,4221.0,North America
Burkina Faso,BFA,2012,16571000.0,58.373999999999995,1487.0,Africa
Germany,DEU,2012,80973000.0,80.391,43198.0,Europe
Niger,NER,2012,17795000.0,58.79,845.0,Africa
Trinidad and Tobago,TTO,2012,1345000.0,72.382,30351.0,North America
Bulgaria,BGR,2012,7334000.0,74.126,15757.0,Europe
Cote d'Ivoire,CIV,2012,21547000.0,54.271,2892.0,Africa
Trinidad and Tobago,TTO,2013,1354000.0,72.582,31166.0,North America
Algeria,DZA,2013,38140000.0,75.661,12998.0,Africa
Ghana,GHA,2013,26608000.0,62.06399999999999,3635.0,Africa
Iceland,ISL,2013,327000.0,82.23100000000001,38668.0,Europe
Bahrain,BHR,2013,1315000.0,76.484,39530.0,Asia
Germany,DEU,2013,81174000.0,80.517,44560.0,Europe
Jamaica,JAM,2013,2859000.0,74.01,7096.0,North America
Guinea-Bissau,GNB,2013,1648000.0,56.117,1281.0,Africa
Armenia,ARM,2013,2898000.0,74.056,9006.0,Europe
Switzerland,CHE,2013,8109000.0,82.79899999999999,61320.0,Europe
India,IND,2013,1280841984.0,67.931,5052.0,Asia
Turkey,TUR,2013,75925000.0,75.78399999999999,19370.0,Europe
Turkey,TUR,2013,75925000.0,75.78399999999999,19370.0,Asia
Austria,AUT,2013,8556000.0,81.013,43175.0,Europe
Guatemala,GTM,2013,15596000.0,72.596,6689.0,North America
Iran,IRN,2013,76482000.0,75.16199999999999,15844.0,Asia
Togo,TGO,2013,6955000.0,59.16,1426.0,Africa
Turkmenistan,TKM,2013,5366000.0,67.375,18918.0,Asia
Italy,ITA,2013,60167000.0,82.471,34482.0,Europe
Palestine,PSE,2013,4334000.0,73.17,4917.0,Asia
Azerbaijan,AZE,2013,9385000.0,71.768,15841.0,Asia
Armenia,ARM,2013,2898000.0,74.056,9006.0,Asia
Dominica,DMA,2013,71000.0,73.998,9371.0,North America
Mauritania,MRT,2013,3817000.0,63.36600000000001,2933.0,Africa
Pakistan,PAK,2013,191260992.0,66.117,4676.0,Asia
Chile,CHL,2013,17572000.0,79.34899999999999,20781.0,South America
Oman,OMN,2013,3765000.0,76.388,41970.0,Asia
Djibouti,DJI,2013,883000.0,62.239,2756.0,Africa
China,CHN,2013,1391883008.0,75.321,11088.0,Asia
Mauritius,MUS,2013,1255000.0,74.173,16984.0,Africa
Norway,NOR,2013,5079000.0,81.66,79894.0,Europe
Mexico,MEX,2013,118827000.0,74.93,15357.0,North America
North Macedonia,MKD,2013,2076000.0,75.171,12421.0,Europe
North Korea,PRK,2013,24930000.0,70.85300000000001,1740.0,Asia
Singapore,SGP,2013,5454000.0,82.459,61755.0,Asia
Myanmar,MMR,2013,51852000.0,64.921,4992.0,Asia
Tajikistan,TJK,2013,8060000.0,69.609,3297.0,Asia
Taiwan,TWN,2013,23422000.0,79.362,39528.0,Asia
Israel,ISR,2013,7735000.0,82.006,30625.0,Asia
Azerbaijan,AZE,2013,9385000.0,71.768,15841.0,Europe
Syria,SYR,2013,19578000.0,70.04899999999999,4753.0,Asia
Argentina,ARG,2013,42196000.0,75.756,19876.0,South America
South Africa,ZAF,2013,53687000.0,61.099,11993.0,Africa
Indonesia,IDN,2013,251804992.0,70.179,9391.0,Asia
United Arab Emirates,ARE,2013,9198000.0,76.903,71240.0,Asia
Benin,BEN,2013,10005000.0,60.092,1962.0,Africa
Hong Kong,HKG,2013,7089000.0,83.56,53707.0,Asia
France,FRA,2013,63894000.0,81.992,37926.0,Europe
Slovakia,SVK,2013,5422000.0,76.34,23797.0,Europe
Kuwait,KWT,2013,3526000.0,74.885,75584.0,Asia
Slovenia,SVN,2013,2063000.0,80.25,26062.0,Europe
Ukraine,UKR,2013,45287000.0,70.918,10993.0,Europe
Kenya,KEN,2013,45520000.0,63.419,2877.0,Africa
South Korea,KOR,2013,50346000.0,81.472,33322.0,Asia
Jordan,JOR,2013,8519000.0,73.851,11656.0,Asia
Sri Lanka,LKA,2013,20663000.0,75.97399999999999,9826.0,Asia
Hungary,HUN,2013,9834000.0,75.418,21816.0,Europe
Japan,JPN,2013,128314000.0,83.46700000000001,35494.0,Asia
Barbados,BRB,2013,284000.0,78.633,9577.0,North America
Haiti,HTI,2013,10401000.0,61.658,1638.0,North America
Albania,ALB,2013,2904000.0,77.554,10138.0,Europe
Malta,MLT,2013,426000.0,81.52199999999999,24207.0,Europe
Uganda,UGA,2013,35695000.0,59.881,1841.0,Africa
Spain,ESP,2013,46931000.0,82.601,31527.0,Europe
Belarus,BLR,2013,9424000.0,72.65899999999999,19536.0,Europe
Belgium,BEL,2013,11154000.0,80.622,39398.0,Europe
Thailand,THA,2013,68145000.0,75.378,13895.0,Asia
Iraq,IRQ,2013,33157000.0,69.437,13213.0,Asia
Australia,AUS,2013,23255000.0,82.46,44042.0,Oceania
Tunisia,TUN,2013,10953000.0,75.55199999999999,10503.0,Africa
Tanzania,TZA,2013,48483000.0,61.398,2208.0,Africa
Greece,GRC,2013,10741000.0,81.166,24807.0,Europe
Guinea,GIN,2013,10893000.0,58.446999999999996,1464.0,Africa
Ireland,IRL,2013,4615000.0,80.82300000000001,48162.0,Europe
Gabon,GAB,2013,1817000.0,63.648,14757.0,Africa
Angola,AGO,2013,26016000.0,58.053999999999995,8612.0,Africa
Sudan,SDN,2013,37073000.0,63.875,3432.0,Africa
Sweden,SWE,2013,9618000.0,81.98,42245.0,Europe
Georgia,GEO,2013,4049000.0,72.41199999999999,9540.0,Europe
Georgia,GEO,2013,4049000.0,72.41199999999999,9540.0,Asia
Gambia,GMB,2013,1964000.0,60.426,1830.0,Africa
Kazakhstan,KAZ,2013,17026000.0,69.628,23365.0,Europe
Kazakhstan,KAZ,2013,17026000.0,69.628,23365.0,Asia
Afghanistan,AFG,2013,32270000.0,62.525,2025.0,Asia
Bangladesh,BGD,2013,152760992.0,70.93,2806.0,Asia
Chad,TCD,2013,13220000.0,52.386,1958.0,Africa
Laos,LAO,2013,6541000.0,65.717,5197.0,Asia
Mali,MLI,2013,16450000.0,56.578,1444.0,Africa
Puerto Rico,PRI,2013,3504000.0,79.196,34736.0,North America
Cameroon,CMR,2013,22077000.0,56.576,2592.0,Africa
Egypt,EGY,2013,88405000.0,70.928,10803.0,Africa
Madagascar,MDG,2013,22961000.0,64.71300000000001,1317.0,Africa
Portugal,PRT,2013,10473000.0,80.758,25862.0,Europe
Canada,CAN,2013,35297000.0,81.812,41816.0,North America
Poland,POL,2013,38158000.0,77.282,23627.0,Europe
Malawi,MWI,2013,15839000.0,59.931000000000004,1031.0,Africa
Luxembourg,LUX,2013,543000.0,81.215,56319.0,Europe
Ecuador,ECU,2013,15707000.0,75.707,10875.0,South America
Philippines,PHL,2013,98872000.0,70.315,6393.0,Asia
Rwanda,RWA,2013,10812000.0,66.219,1555.0,Africa
Estonia,EST,2013,1319000.0,76.953,24710.0,Europe
Kyrgyzstan,KGZ,2013,5731000.0,70.289,4360.0,Asia
Sierra Leone,SLE,2013,6864000.0,51.731,1684.0,Africa
Finland,FIN,2013,5439000.0,80.79899999999999,37913.0,Europe
Seychelles,SYC,2013,93000.0,73.094,22081.0,Africa
Ethiopia,ETH,2013,95386000.0,63.961000000000006,1361.0,Africa
Burkina Faso,BFA,2013,17073000.0,58.937,1452.0,Africa
Bosnia and Herzegovina,BIH,2013,3543000.0,76.569,9689.0,Europe
Qatar,QAT,2013,2337000.0,79.527,148807.0,Asia
Cambodia,KHM,2013,15026000.0,67.888,2942.0,Asia
United States,USA,2013,316400992.0,78.90899999999999,50863.0,North America
Yemen,YEM,2013,25147000.0,66.016,3847.0,Asia
United Kingdom,GBR,2013,64984000.0,80.876,37702.0,Europe
Uzbekistan,UZB,2013,29933000.0,70.41,8641.0,Asia
Venezuela,VEN,2013,29781000.0,72.918,18795.0,South America
Zambia,ZMB,2013,14927000.0,59.746,3474.0,Africa
Uruguay,URY,2013,3389000.0,77.124,18778.0,South America
Zimbabwe,ZWE,2013,13350000.0,56.897,1801.0,Africa
El Salvador,SLV,2013,6266000.0,71.935,7800.0,North America
Vietnam,VNM,2013,90753000.0,75.006,5135.0,Asia
Nigeria,NGA,2013,171766000.0,52.228,5372.0,Africa
Russia,RUS,2013,144324992.0,70.508,23881.0,Europe
Russia,RUS,2013,144324992.0,70.508,23881.0,Asia
Equatorial Guinea,GNQ,2013,1076000.0,56.641999999999996,42940.0,Africa
Libya,LBY,2013,6320000.0,71.907,13326.0,Africa
Burundi,BDI,2013,9540000.0,59.148,763.0,Africa
Lithuania,LTU,2013,3009000.0,74.145,23389.0,Europe
Romania,ROU,2013,20133000.0,75.029,18919.0,Europe
Lebanon,LBN,2013,5913000.0,78.683,14627.0,Asia
Serbia,SRB,2013,8919000.0,74.86399999999999,13347.0,Europe
Panama,PAN,2013,3835000.0,77.38600000000001,21044.0,North America
Senegal,SEN,2013,13782000.0,65.939,2260.0,Africa
New Zealand,NZL,2013,4519000.0,81.402,32708.0,Oceania
Costa Rica,CRI,2013,4742000.0,79.234,12301.0,North America
Cyprus,CYP,2013,1144000.0,79.999,25699.0,Europe
Cyprus,CYP,2013,1144000.0,79.999,25699.0,Asia
Morocco,MAR,2013,33716000.0,75.227,7450.0,Africa
Netherlands,NLD,2013,16844000.0,81.392,48629.0,Europe
Cote d'Ivoire,CIV,2013,22088000.0,54.906000000000006,3102.0,Africa
Latvia,LVA,2013,2045000.0,74.172,20765.0,Europe
Montenegro,MNE,2013,626000.0,76.089,16357.0,Europe
Mozambique,MOZ,2013,25561000.0,54.949,1122.0,Africa
Namibia,NAM,2013,2234000.0,60.513000000000005,9512.0,Africa
Moldova,MDA,2013,4075000.0,70.968,5256.0,Europe
Malaysia,MYS,2013,29469000.0,75.072,21152.0,Asia
Denmark,DNK,2013,5638000.0,80.171,44268.0,Europe
Colombia,COL,2013,46495000.0,76.105,12293.0,South America
Central African Republic,CAF,2013,4448000.0,49.371,581.0,Africa
Dominican Republic,DOM,2013,10048000.0,72.763,12101.0,North America
Paraguay,PRY,2013,6510000.0,73.274,7811.0,South America
Cuba,CUB,2013,11283000.0,78.485,7379.0,North America
Czechia,CZE,2013,10587000.0,78.283,27678.0,Europe
Nepal,NPL,2013,26917000.0,68.806,2422.0,Asia
Nicaragua,NIC,2013,6062000.0,73.197,4325.0,North America
Congo,COG,2013,4623000.0,62.022,5156.0,Africa
Botswana,BWA,2013,2063000.0,64.976,13198.0,Africa
Croatia,HRV,2013,4277000.0,77.521,20130.0,Europe
Eswatini,SWZ,2013,1087000.0,51.699,7814.0,Africa
Saudi Arabia,SAU,2013,30052000.0,74.402,48106.0,Asia
Brazil,BRA,2013,201036000.0,74.483,14943.0,South America
Lesotho,LSO,2013,2029000.0,48.663000000000004,2686.0,Africa
Saint Lucia,LCA,2013,178000.0,75.286,6126.0,North America
Bulgaria,BGR,2013,7290000.0,74.3,15911.0,Europe
Sao Tome and Principe,STP,2013,192000.0,68.695,3309.0,Africa
Bolivia,BOL,2013,10542000.0,69.468,5823.0,South America
Liberia,LBR,2013,4248000.0,61.18600000000001,827.0,Africa
Niger,NER,2013,18504000.0,59.455,859.0,Africa
Democratic Republic of Congo,COD,2013,71359000.0,58.381,751.0,Africa
Comoros,COM,2013,742000.0,62.922,1634.0,Africa
Mongolia,MNG,2013,2882000.0,68.566,11088.0,Asia
Peru,PER,2013,29774000.0,75.258,10783.0,South America
Cape Verde,CPV,2013,512000.0,71.661,5625.0,Africa
Honduras,HND,2013,8799000.0,74.051,4213.0,North America
Trinidad and Tobago,TTO,2014,1362000.0,72.768,31032.0,North America
United Kingdom,GBR,2014,65423000.0,80.97800000000001,38220.0,Europe
Algeria,DZA,2014,38924000.0,75.878,12782.0,Africa
Turkey,TUR,2014,77229000.0,76.172,20222.0,Europe
Turkey,TUR,2014,77229000.0,76.172,20222.0,Asia
Angola,AGO,2014,26942000.0,58.776,8615.0,Africa
Tunisia,TUN,2014,11063000.0,75.734,10588.0,Africa
Argentina,ARG,2014,42638000.0,75.913,19000.0,South America
Syria,SYR,2014,18711000.0,69.821,4069.0,Asia
Armenia,ARM,2014,2912000.0,74.273,9260.0,Europe
Armenia,ARM,2014,2912000.0,74.273,9260.0,Asia
Thailand,THA,2014,68439000.0,75.747,13587.0,Asia
Tanzania,TZA,2014,49961000.0,62.288000000000004,2335.0,Africa
Australia,AUS,2014,23596000.0,82.62700000000001,43887.0,Oceania
Tajikistan,TJK,2014,8253000.0,69.874,3226.0,Asia
Austria,AUT,2014,8615000.0,81.10300000000001,44894.0,Europe
Taiwan,TWN,2014,23492000.0,79.555,41609.0,Asia
Togo,TGO,2014,7138000.0,59.58,1443.0,Africa
Turkmenistan,TKM,2014,5466000.0,67.55199999999999,20203.0,Asia
Myanmar,MMR,2014,52281000.0,65.378,5493.0,Asia
Uganda,UGA,2014,36912000.0,60.669,1853.0,Africa
Azerbaijan,AZE,2014,9506000.0,72.02199999999999,16025.0,Europe
Sao Tome and Principe,STP,2014,196000.0,69.05199999999999,3489.0,Africa
Brazil,BRA,2014,202764000.0,74.745,14825.0,South America
Saint Lucia,LCA,2014,178000.0,75.44,10529.0,North America
Bulgaria,BGR,2014,7246000.0,74.45100000000001,16556.0,Europe
Rwanda,RWA,2014,11084000.0,66.884,1599.0,Africa
Russia,RUS,2014,144664992.0,71.018,23798.0,Europe
Russia,RUS,2014,144664992.0,71.018,23798.0,Asia
Burkina Faso,BFA,2014,17586000.0,59.45,1513.0,Africa
Romania,ROU,2014,20036000.0,75.27199999999999,19693.0,Europe
United States,USA,2014,318672992.0,78.922,51664.0,North America
Barbados,BRB,2014,285000.0,78.717,9972.0,North America
Burundi,BDI,2014,9844000.0,59.665,779.0,Africa
Sri Lanka,LKA,2014,20789000.0,76.14699999999999,10313.0,Asia
Sudan,SDN,2014,37978000.0,64.169,3626.0,Africa
United Arab Emirates,ARE,2014,9214000.0,77.095,67250.0,Asia
Zimbabwe,ZWE,2014,13587000.0,58.41,1797.0,Africa
Ukraine,UKR,2014,45112000.0,71.27600000000001,10331.0,Europe
